route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,note_fr,note_en
103,20C-H50C000A-90-A,218314121,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314122,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314124,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314126,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314128,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314129,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314130,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314132,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314134,103-O,1,1030165,1,,
162,20C-H50C000A-90-A,218314136,162-O,1,1620097,1,,
162,20C-H50C000A-90-A,218314138,162-O,1,1620097,1,,
162,20C-H50C000A-90-A,218314139,162-E,0,1620098,1,,
162,20C-H50C000A-90-A,218314141,162-O,1,1620097,1,,
162,20C-H50C000A-90-A,218314142,162-E,0,1620098,1,,
371,20C-H50C000A-90-A,218314143,371-N,0,3710186,1,,
371,20C-H50C000A-90-A,218314144,371-S,1,3710192,1,,
371,20C-H50C000A-90-A,218314145,371-N,0,3710186,1,,
371,20C-H50C000A-90-A,218314146,371-S,1,3710192,1,,
105,20C-H50C000A-90-A,218314149,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314150,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314151,105-O,1,1050147,2,,
105,20C-H50C000A-90-A,218314152,105-E,0,1050144,2,,
103,20C-H50C000A-90-A,218314154,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314155,103-E,0,1030163,1,,
105,20C-H50C000A-90-A,218314159,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314161,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314162,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314164,105-O,1,1050147,2,,
105,20C-H50C000A-90-A,218314166,105-O,1,1050147,2,,
103,20C-H50C000A-90-A,218314168,103-E,0,1030163,2,,
103,20C-H50C000A-90-A,218314170,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314171,103-E,0,1030163,2,,
103,20C-H50C000A-90-A,218314173,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314175,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314176,103-E,0,1030163,2,,
103,20C-H50C000A-90-A,218314178,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314181,103-E,0,1030163,2,,
103,20C-H50C000A-90-A,218314183,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314184,103-E,0,1030163,2,,
103,20C-H50C000A-90-A,218314186,103-E,0,1030163,2,,
162,20C-H50C000A-90-A,218314188,162-O,1,1620097,2,,
162,20C-H50C000A-90-A,218314189,162-E,0,1620098,2,,
103,20C-H50C000A-90-A,218314191,103-E,0,1030163,2,,
162,20C-H50C000A-90-A,218314193,162-O,1,1620097,2,,
103,20C-H50C000A-90-A,218314194,103-E,0,1030163,2,,
162,20C-H50C000A-90-A,218314195,162-E,0,1620098,2,,
103,20C-H50C000A-90-A,218314197,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314199,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314200,103-E,0,1030163,2,,
103,20C-H50C000A-90-A,218314202,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314204,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314207,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314208,103-E,0,1030163,2,,
103,20C-H50C000A-90-A,218314210,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314211,103-E,0,1030163,2,,
103,20C-H50C000A-90-A,218314213,103-O,1,1030165,2,,
103,20C-H50C000A-90-A,218314217,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314219,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314220,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314222,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314223,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314225,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314226,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314227,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314229,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314231,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314233,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314234,103-E,0,1030163,1,,
162,20C-H50C000A-90-A,218314236,162-O,1,1620097,1,,
105,20C-H50C000A-90-A,218314238,105-E,0,1050144,1,,
100,20C-H50C000A-90-A,218314240,100-O,1,1000225,1,,
100,20C-H50C000A-90-A,218314241,100-E,0,1000222,1,,
100,20C-H50C000A-90-A,218314243,100-E,0,1000222,1,,
93,20C-H50C000A-90-A,218314245,93-E,0,930076,1,,
93,20C-H50C000A-90-A,218314246,93-O,1,930075,1,,
103,20C-H50C000A-90-A,218314249,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314251,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314252,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314254,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314255,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314257,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314258,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314259,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314261,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314263,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314264,103-E,0,1030163,1,,
162,20C-H50C000A-90-A,218314266,162-O,1,1620097,1,,
162,20C-H50C000A-90-A,218314267,162-E,0,1620098,1,,
105,20C-H50C000A-90-A,218314269,105-O,1,1050147,1,,
105,20C-H50C000A-90-A,218314270,105-E,0,1050144,1,,
105,20C-H50C000A-90-A,218314272,105-O,1,1050147,1,,
105,20C-H50C000A-90-A,218314273,105-E,0,1050144,1,,
105,20C-H50C000A-90-A,218314274,105-O,1,1050147,1,,
105,20C-H50C000A-90-A,218314275,105-E,0,1050144,1,,
105,20C-H50C000A-90-A,218314276,105-O,1,1050147,1,,
105,20C-H50C000A-90-A,218314277,105-O,1,1050147,1,,
103,20C-H50C000A-90-A,218314279,103-E,0,1030163,2,,
160,20C-H50C000A-90-A,218314280,160-E,0,1600110,2,,
162,20C-H50C000A-90-A,218314281,162-E,0,1620098,1,,
105,20C-H50C000A-90-A,218314286,105-E,0,1050144,1,,
105,20C-H50C000A-90-A,218314287,105-O,1,1050147,1,,
105,20C-H50C000A-90-A,218314288,105-O,1,1050147,1,,
103,20C-H50C000A-90-A,218314290,103-E,0,1030163,1,,
105,20C-H50C000A-90-A,218314291,105-O,1,1050147,1,,
103,20C-H50C000A-90-A,218314293,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314295,103-O,1,1030165,1,,
100,20C-H50C000A-90-A,218314297,100-O,1,1000225,1,,
103,20C-H50C000A-90-A,218314299,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314301,103-O,1,1030165,1,,
103,20C-H50C000A-90-A,218314302,103-E,0,1030163,1,,
103,20C-H50C000A-90-A,218314304,103-O,1,1030165,1,,
105,20C-H50C000A-90-A,218314307,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314309,105-O,1,1050147,2,,
105,20C-H50C000A-90-A,218314310,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314312,105-O,1,1050147,2,,
105,20C-H50C000A-90-A,218314313,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314315,105-O,1,1050147,2,,
105,20C-H50C000A-90-A,218314316,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314318,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314320,105-O,1,1050147,2,,
105,20C-H50C000A-90-A,218314321,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314324,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314326,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314327,105-O,1,1050147,2,,
105,20C-H50C000A-90-A,218314328,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314330,105-E,0,1050144,2,,
105,20C-H50C000A-90-A,218314333,105-E,0,1050144,1,,
166,20C-H50C000A-90-A,218314335,166-N,0,1660165,1,,
105,20C-H50C000A-90-A,218314337,105-E,0,1050144,1,,
105,20C-H50C000A-90-A,218314339,105-E,0,1050144,1,,
105,20C-H50C000A-90-A,218314341,105-E,0,1050144,1,,
105,20C-H50C000A-90-A,218314343,105-O,1,1050147,1,,
105,20C-H50C000A-90-A,218314344,105-E,0,1050144,1,,
105,20C-H50C000A-90-A,218314346,105-O,1,1050147,1,,
